location,state,driver_race,stops_per_year,stop_rate,search_rate,consent_search_rate,arrest_rate,citation_rate_speeding_stops,hit_rate,inferred_threshold
FAYETTE COUNTY,OH,Black,372,0.777,0.027,NA,0.005,NA,NA,NA
FAYETTE COUNTY,OH,Hispanic,51,0.15,0.016,NA,0.0,NA,NA,NA
FAYETTE COUNTY,OH,White,2413,0.112,0.015,NA,0.003,NA,NA,NA
FRANKLIN COUNTY,OH,Black,9695,0.05,0.071,NA,0.013,NA,NA,NA
FRANKLIN COUNTY,OH,Hispanic,1338,0.034,0.146,NA,0.023,NA,NA,NA
FRANKLIN COUNTY,OH,White,25268,0.038,0.052,NA,0.008,NA,NA,NA
FULTON COUNTY,OH,Black,817,6.285,0.016,NA,0.002,NA,NA,NA
FULTON COUNTY,OH,Hispanic,459,0.204,0.023,NA,0.002,NA,NA,NA
FULTON COUNTY,OH,White,6673,0.218,0.007,NA,0.001,NA,NA,NA
GALLIA COUNTY,OH,Black,854,1.395,0.04,NA,0.013,NA,NA,NA
GALLIA COUNTY,OH,Hispanic,102,0.411,0.021,NA,0.006,NA,NA,NA
GALLIA COUNTY,OH,White,8823,0.385,0.023,NA,0.01,NA,NA,NA
GEAUGA COUNTY,OH,Black,317,0.329,0.028,NA,0.006,NA,NA,NA
GEAUGA COUNTY,OH,Hispanic,44,0.056,0.041,NA,0.0,NA,NA,NA
GEAUGA COUNTY,OH,White,4653,0.065,0.012,NA,0.002,NA,NA,NA
GREENE COUNTY,OH,Black,1954,0.206,0.046,NA,0.008,NA,NA,NA
GREENE COUNTY,OH,Hispanic,168,0.054,0.046,NA,0.005,NA,NA,NA
GREENE COUNTY,OH,White,10415,0.091,0.029,NA,0.003,NA,NA,NA
GUERNSEY COUNTY,OH,Black,1506,3.364,0.043,NA,0.009,NA,NA,NA
GUERNSEY COUNTY,OH,Hispanic,340,1.343,0.04,NA,0.004,NA,NA,NA
GUERNSEY COUNTY,OH,White,11697,0.385,0.023,NA,0.005,NA,NA,NA
HAMILTON COUNTY,OH,Black,5667,0.037,0.086,NA,0.013,NA,NA,NA
HAMILTON COUNTY,OH,Hispanic,492,0.034,0.085,NA,0.007,NA,NA,NA
HAMILTON COUNTY,OH,White,20080,0.045,0.036,NA,0.004,NA,NA,NA
HANCOCK COUNTY,OH,Black,1516,1.704,0.091,NA,0.014,NA,NA,NA
HANCOCK COUNTY,OH,Hispanic,333,0.136,0.072,NA,0.009,NA,NA,NA
HANCOCK COUNTY,OH,White,10843,0.197,0.027,NA,0.002,NA,NA,NA
HARDIN COUNTY,OH,Black,119,0.536,0.035,NA,0.01,NA,NA,NA
HARDIN COUNTY,OH,Hispanic,28,0.097,0.022,NA,0.0,NA,NA,NA
HARDIN COUNTY,OH,White,2081,0.086,0.018,NA,0.004,NA,NA,NA
HARRISON COUNTY,OH,Black,136,0.476,0.038,NA,0.013,NA,NA,NA
HARRISON COUNTY,OH,Hispanic,47,0.54,0.013,NA,0.0,NA,NA,NA
HARRISON COUNTY,OH,White,3270,0.269,0.014,NA,0.003,NA,NA,NA
HENRY COUNTY,OH,Black,98,0.907,0.01,NA,0.0,NA,NA,NA
HENRY COUNTY,OH,Hispanic,97,0.074,0.025,NA,0.006,NA,NA,NA
HENRY COUNTY,OH,White,1854,0.091,0.012,NA,0.001,NA,NA,NA
HIGHLAND COUNTY,OH,Black,96,0.204,0.063,NA,0.013,NA,NA,NA
HIGHLAND COUNTY,OH,Hispanic,10,0.047,0.039,NA,0.0,NA,NA,NA
HIGHLAND COUNTY,OH,White,3518,0.108,0.029,NA,0.009,NA,NA,NA
HOCKING COUNTY,OH,Black,150,0.882,0.056,NA,0.02,NA,NA,NA
HOCKING COUNTY,OH,Hispanic,20,0.118,0.02,NA,0.0,NA,NA,NA
HOCKING COUNTY,OH,White,2785,0.124,0.019,NA,0.006,NA,NA,NA
HOLMES COUNTY,OH,Black,16,0.13,0.025,NA,0.0,NA,NA,NA
HOLMES COUNTY,OH,Hispanic,8,0.03,0.026,NA,0.0,NA,NA,NA
HOLMES COUNTY,OH,White,1391,0.046,0.013,NA,0.001,NA,NA,NA
HURON COUNTY,OH,Black,323,0.65,0.03,NA,0.006,NA,NA,NA
HURON COUNTY,OH,Hispanic,180,0.082,0.051,NA,0.002,NA,NA,NA
HURON COUNTY,OH,White,7642,0.179,0.015,NA,0.003,NA,NA,NA
JACKSON COUNTY,OH,Black,1024,6.522,0.071,NA,0.022,NA,NA,NA
JACKSON COUNTY,OH,Hispanic,160,0.758,0.038,NA,0.005,NA,NA,NA
JACKSON COUNTY,OH,White,11290,0.451,0.021,NA,0.008,NA,NA,NA
JEFFERSON COUNTY,OH,Black,659,0.228,0.114,NA,0.04,NA,NA,NA
JEFFERSON COUNTY,OH,Hispanic,53,0.084,0.037,NA,0.0,NA,NA,NA
JEFFERSON COUNTY,OH,White,7619,0.147,0.041,NA,0.011,NA,NA,NA
KNOX COUNTY,OH,Black,137,0.328,0.041,NA,0.001,NA,NA,NA
KNOX COUNTY,OH,Hispanic,34,0.058,0.094,NA,0.0,NA,NA,NA
KNOX COUNTY,OH,White,5825,0.126,0.031,NA,0.003,NA,NA,NA
LAKE COUNTY,OH,Black,742,0.12,0.106,NA,0.02,NA,NA,NA
LAKE COUNTY,OH,Hispanic,254,0.046,0.101,NA,0.006,NA,NA,NA
LAKE COUNTY,OH,White,8317,0.049,0.037,NA,0.005,NA,NA,NA
LAWRENCE COUNTY,OH,Black,434,0.412,0.065,NA,0.02,NA,NA,NA
LAWRENCE COUNTY,OH,Hispanic,53,0.15,0.053,NA,0.0,NA,NA,NA
LAWRENCE COUNTY,OH,White,9878,0.208,0.031,NA,0.013,NA,NA,NA
LICKING COUNTY,OH,Black,1563,0.34,0.044,NA,0.009,NA,NA,NA
LICKING COUNTY,OH,Hispanic,252,0.14,0.027,NA,0.002,NA,NA,NA
LICKING COUNTY,OH,White,13751,0.111,0.033,NA,0.007,NA,NA,NA
LOGAN COUNTY,OH,Black,443,0.757,0.038,NA,0.007,NA,NA,NA
LOGAN COUNTY,OH,Hispanic,68,0.173,0.035,NA,0.006,NA,NA,NA
LOGAN COUNTY,OH,White,5116,0.15,0.022,NA,0.003,NA,NA,NA
LORAIN COUNTY,OH,Black,4358,0.236,0.104,NA,0.023,NA,NA,NA
LORAIN COUNTY,OH,Hispanic,1740,0.094,0.079,NA,0.011,NA,NA,NA
LORAIN COUNTY,OH,White,18405,0.093,0.041,NA,0.007,NA,NA,NA
LUCAS COUNTY,OH,Black,5919,0.096,0.095,NA,0.024,NA,NA,NA
LUCAS COUNTY,OH,Hispanic,1155,0.063,0.095,NA,0.012,NA,NA,NA
LUCAS COUNTY,OH,White,19968,0.079,0.042,NA,0.007,NA,NA,NA
MADISON COUNTY,OH,Black,1876,0.724,0.028,NA,0.006,NA,NA,NA
MADISON COUNTY,OH,Hispanic,383,0.87,0.067,NA,0.007,NA,NA,NA
MADISON COUNTY,OH,White,10208,0.324,0.014,NA,0.003,NA,NA,NA
MAHONING COUNTY,OH,Black,4089,0.15,0.06,NA,0.012,NA,NA,NA
MAHONING COUNTY,OH,Hispanic,509,0.059,0.054,NA,0.008,NA,NA,NA
MAHONING COUNTY,OH,White,19846,0.13,0.025,NA,0.003,NA,NA,NA
MARION COUNTY,OH,Black,1175,0.326,0.055,NA,0.018,NA,NA,NA
MARION COUNTY,OH,Hispanic,166,0.167,0.03,NA,0.013,NA,NA,NA
MARION COUNTY,OH,White,11637,0.242,0.023,NA,0.008,NA,NA,NA
MEDINA COUNTY,OH,Black,2051,1.232,0.038,NA,0.008,NA,NA,NA
MEDINA COUNTY,OH,Hispanic,453,0.219,0.032,NA,0.004,NA,NA,NA
MEDINA COUNTY,OH,White,11757,0.089,0.016,NA,0.002,NA,NA,NA
MEIGS COUNTY,OH,Black,472,2.832,0.019,NA,0.004,NA,NA,NA
MEIGS COUNTY,OH,Hispanic,59,0.738,0.007,NA,0.0,NA,NA,NA
MEIGS COUNTY,OH,White,5180,0.282,0.013,NA,0.003,NA,NA,NA
MERCER COUNTY,OH,Black,157,1.725,0.017,NA,0.004,NA,NA,NA
MERCER COUNTY,OH,Hispanic,52,0.122,0.023,NA,0.0,NA,NA,NA
MERCER COUNTY,OH,White,4473,0.146,0.021,NA,0.001,NA,NA,NA
MIAMI COUNTY,OH,Black,1210,0.706,0.052,NA,0.01,NA,NA,NA
MIAMI COUNTY,OH,Hispanic,124,0.13,0.047,NA,0.005,NA,NA,NA
MIAMI COUNTY,OH,White,8099,0.104,0.02,NA,0.004,NA,NA,NA
MONROE COUNTY,OH,Black,9,0.18,0.0,NA,0.0,NA,NA,NA
MONROE COUNTY,OH,Hispanic,5,0.104,0.042,NA,0.0,NA,NA,NA
MONROE COUNTY,OH,White,693,0.06,0.008,NA,0.002,NA,NA,NA
MONTGOMERY COUNTY,OH,Black,5068,0.06,0.067,NA,0.016,NA,NA,NA
MONTGOMERY COUNTY,OH,Hispanic,332,0.037,0.072,NA,0.008,NA,NA,NA
MONTGOMERY COUNTY,OH,White,12779,0.04,0.045,NA,0.01,NA,NA,NA
MORGAN COUNTY,OH,Black,13,0.037,0.045,NA,0.015,NA,NA,NA
MORGAN COUNTY,OH,Hispanic,0,0.0,0.0,NA,0.0,NA,NA,NA
MORGAN COUNTY,OH,White,482,0.043,0.013,NA,0.002,NA,NA,NA
MORROW COUNTY,OH,Black,1072,8.318,0.036,NA,0.006,NA,NA,NA
MORROW COUNTY,OH,Hispanic,136,0.461,0.019,NA,0.003,NA,NA,NA
MORROW COUNTY,OH,White,8263,0.31,0.016,NA,0.003,NA,NA,NA
MUSKINGUM COUNTY,OH,Black,1102,0.431,0.069,NA,0.01,NA,NA,NA
MUSKINGUM COUNTY,OH,Hispanic,151,0.309,0.036,NA,0.007,NA,NA,NA
MUSKINGUM COUNTY,OH,White,10990,0.172,0.023,NA,0.004,NA,NA,NA
NOBLE COUNTY,OH,Black,122,0.321,0.059,NA,0.007,NA,NA,NA
NOBLE COUNTY,OH,Hispanic,16,0.308,0.051,NA,0.013,NA,NA,NA
NOBLE COUNTY,OH,White,1701,0.147,0.018,NA,0.003,NA,NA,NA
OTTAWA COUNTY,OH,Black,476,1.725,0.063,NA,0.008,NA,NA,NA
OTTAWA COUNTY,OH,Hispanic,133,0.097,0.044,NA,0.006,NA,NA,NA
OTTAWA COUNTY,OH,White,4597,0.143,0.027,NA,0.002,NA,NA,NA
PAULDING COUNTY,OH,Black,304,2.357,0.026,NA,0.003,NA,NA,NA
PAULDING COUNTY,OH,Hispanic,120,0.213,0.04,NA,0.002,NA,NA,NA
PAULDING COUNTY,OH,White,3397,0.239,0.017,NA,0.001,NA,NA,NA
PERRY COUNTY,OH,Black,21,0.226,0.0,NA,0.0,NA,NA,NA
PERRY COUNTY,OH,Hispanic,2,0.011,0.0,NA,0.0,NA,NA,NA
PERRY COUNTY,OH,White,1208,0.044,0.018,NA,0.008,NA,NA,NA
PICKAWAY COUNTY,OH,Black,848,0.456,0.04,NA,0.01,NA,NA,NA
PICKAWAY COUNTY,OH,Hispanic,98,0.199,0.047,NA,0.027,NA,NA,NA
PICKAWAY COUNTY,OH,White,9571,0.226,0.021,NA,0.008,NA,NA,NA
PIKE COUNTY,OH,Black,180,0.793,0.062,NA,0.023,NA,NA,NA
PIKE COUNTY,OH,Hispanic,21,0.133,0.0,NA,0.019,NA,NA,NA
PIKE COUNTY,OH,White,3924,0.183,0.018,NA,0.01,NA,NA,NA
PORTAGE COUNTY,OH,Black,2482,0.454,0.057,NA,0.01,NA,NA,NA
PORTAGE COUNTY,OH,Hispanic,309,0.17,0.036,NA,0.003,NA,NA,NA
PORTAGE COUNTY,OH,White,19501,0.16,0.028,NA,0.003,NA,NA,NA
PREBLE COUNTY,OH,Black,673,4.079,0.056,NA,0.008,NA,NA,NA
PREBLE COUNTY,OH,Hispanic,335,1.872,0.15,NA,0.014,NA,NA,NA
PREBLE COUNTY,OH,White,4851,0.15,0.028,NA,0.005,NA,NA,NA
PUTNAM COUNTY,OH,Black,38,0.594,0.026,NA,0.005,NA,NA,NA
PUTNAM COUNTY,OH,Hispanic,41,0.032,0.034,NA,0.01,NA,NA,NA
PUTNAM COUNTY,OH,White,1201,0.048,0.029,NA,0.001,NA,NA,NA
RICHLAND COUNTY,OH,Black,2350,0.252,0.078,NA,0.022,NA,NA,NA
RICHLAND COUNTY,OH,Hispanic,221,0.16,0.055,NA,0.011,NA,NA,NA
RICHLAND COUNTY,OH,White,14563,0.169,0.032,NA,0.008,NA,NA,NA
ROSS COUNTY,OH,Black,799,0.194,0.086,NA,0.02,NA,NA,NA
ROSS COUNTY,OH,Hispanic,77,0.137,0.062,NA,0.005,NA,NA,NA
ROSS COUNTY,OH,White,10662,0.189,0.028,NA,0.009,NA,NA,NA
SANDUSKY COUNTY,OH,Black,2349,1.894,0.046,NA,0.009,NA,NA,NA
SANDUSKY COUNTY,OH,Hispanic,869,0.233,0.039,NA,0.004,NA,NA,NA
SANDUSKY COUNTY,OH,White,15732,0.374,0.015,NA,0.002,NA,NA,NA
SCIOTO COUNTY,OH,Black,557,0.318,0.165,NA,0.057,NA,NA,NA
SCIOTO COUNTY,OH,Hispanic,62,0.106,0.064,NA,0.016,NA,NA,NA
SCIOTO COUNTY,OH,White,11847,0.201,0.039,NA,0.016,NA,NA,NA
SENECA COUNTY,OH,Black,171,0.17,0.065,NA,0.009,NA,NA,NA
SENECA COUNTY,OH,Hispanic,76,0.044,0.068,NA,0.013,NA,NA,NA
SENECA COUNTY,OH,White,3225,0.079,0.022,NA,0.003,NA,NA,NA
SHELBY COUNTY,OH,Black,727,0.986,0.069,NA,0.007,NA,NA,NA
SHELBY COUNTY,OH,Hispanic,75,0.167,0.062,NA,0.005,NA,NA,NA
SHELBY COUNTY,OH,White,4667,0.131,0.021,NA,0.002,NA,NA,NA
STARK COUNTY,OH,Black,2324,0.109,0.123,NA,0.029,NA,NA,NA
STARK COUNTY,OH,Hispanic,181,0.04,0.097,NA,0.013,NA,NA,NA
STARK COUNTY,OH,White,13020,0.048,0.044,NA,0.007,NA,NA,NA
SUMMIT COUNTY,OH,Black,3618,0.061,0.085,NA,0.016,NA,NA,NA
SUMMIT COUNTY,OH,Hispanic,336,0.05,0.039,NA,0.002,NA,NA,NA
SUMMIT COUNTY,OH,White,13838,0.039,0.03,NA,0.005,NA,NA,NA
TRUMBULL COUNTY,OH,Black,3714,0.282,0.075,NA,0.018,NA,NA,NA
TRUMBULL COUNTY,OH,Hispanic,503,0.234,0.041,NA,0.005,NA,NA,NA
TRUMBULL COUNTY,OH,White,18777,0.125,0.03,NA,0.005,NA,NA,NA
TUSCARAWAS COUNTY,OH,Black,602,1.121,0.04,NA,0.009,NA,NA,NA
TUSCARAWAS COUNTY,OH,Hispanic,158,0.116,0.058,NA,0.004,NA,NA,NA
TUSCARAWAS COUNTY,OH,White,10568,0.149,0.018,NA,0.003,NA,NA,NA
UNION COUNTY,OH,Black,522,0.448,0.034,NA,0.006,NA,NA,NA
UNION COUNTY,OH,Hispanic,90,0.182,0.042,NA,0.004,NA,NA,NA
UNION COUNTY,OH,White,5878,0.155,0.022,NA,0.004,NA,NA,NA
VAN WERT COUNTY,OH,Black,380,1.934,0.035,NA,0.002,NA,NA,NA
VAN WERT COUNTY,OH,Hispanic,131,0.254,0.018,NA,0.0,NA,NA,NA
VAN WERT COUNTY,OH,White,6050,0.28,0.016,NA,0.001,NA,NA,NA
VINTON COUNTY,OH,Black,60,1.5,0.03,NA,0.01,NA,NA,NA
VINTON COUNTY,OH,Hispanic,10,0.161,0.02,NA,0.0,NA,NA,NA
VINTON COUNTY,OH,White,2898,0.282,0.018,NA,0.008,NA,NA,NA
WARREN COUNTY,OH,Black,2718,0.446,0.056,NA,0.011,NA,NA,NA
WARREN COUNTY,OH,Hispanic,479,0.14,0.067,NA,0.008,NA,NA,NA
WARREN COUNTY,OH,White,16110,0.107,0.03,NA,0.004,NA,NA,NA
WASHINGTON COUNTY,OH,Black,650,1.109,0.062,NA,0.009,NA,NA,NA
WASHINGTON COUNTY,OH,Hispanic,115,0.296,0.051,NA,0.009,NA,NA,NA
WASHINGTON COUNTY,OH,White,10756,0.222,0.02,NA,0.003,NA,NA,NA
WAYNE COUNTY,OH,Black,802,0.573,0.044,NA,0.011,NA,NA,NA
WAYNE COUNTY,OH,Hispanic,191,0.148,0.03,NA,0.006,NA,NA,NA
WAYNE COUNTY,OH,White,11556,0.135,0.018,NA,0.003,NA,NA,NA
WILLIAMS COUNTY,OH,Black,581,1.766,0.018,NA,0.003,NA,NA,NA
WILLIAMS COUNTY,OH,Hispanic,357,0.371,0.028,NA,0.003,NA,NA,NA
WILLIAMS COUNTY,OH,White,7856,0.28,0.01,NA,0.001,NA,NA,NA
WOOD COUNTY,OH,Black,2745,1.016,0.089,NA,0.014,NA,NA,NA
WOOD COUNTY,OH,Hispanic,604,0.133,0.092,NA,0.009,NA,NA,NA
WOOD COUNTY,OH,White,13052,0.138,0.031,NA,0.004,NA,NA,NA
WYANDOT COUNTY,OH,Black,951,21.636,0.033,NA,0.008,NA,NA,NA
WYANDOT COUNTY,OH,Hispanic,123,0.334,0.02,NA,0.0,NA,NA,NA
WYANDOT COUNTY,OH,White,6687,0.39,0.011,NA,0.002,NA,NA,NA
ZONE K1,RI,Black,194,NA,0.04,NA,0.037,0.929,0.308,0.257
ZONE K1,RI,Hispanic,126,NA,0.04,NA,0.052,0.964,0.28,0.22
ZONE K1,RI,White,1469,NA,0.023,NA,0.02,0.937,0.444,0.28
ZONE K2,RI,Black,1398,NA,0.03,NA,0.03,0.912,0.341,0.255
ZONE K2,RI,Hispanic,1183,NA,0.03,NA,0.048,0.921,0.331,0.223
ZONE K2,RI,White,7907,NA,0.016,NA,0.019,0.927,0.4,0.279
ZONE K3,RI,Black,1612,NA,0.052,NA,0.037,0.882,0.578,0.263
ZONE K3,RI,Hispanic,1295,NA,0.048,NA,0.043,0.91,0.455,0.21
ZONE K3,RI,White,7639,NA,0.027,NA,0.024,0.904,0.595,0.283
ZONE X1,RI,Black,171,NA,0.015,NA,0.061,0.951,0.308,0.265
ZONE X1,RI,Hispanic,220,NA,0.018,NA,0.078,0.966,0.55,0.231
ZONE X1,RI,White,988,NA,0.012,NA,0.027,0.959,0.448,0.281
ZONE X3,RI,Black,1458,NA,0.039,NA,0.057,0.902,0.267,0.245
ZONE X3,RI,Hispanic,1615,NA,0.043,NA,0.057,0.911,0.297,0.209
ZONE X3,RI,White,6704,NA,0.016,NA,0.021,0.942,0.362,0.281
ZONE X4,RI,Black,2364,NA,0.074,NA,0.058,0.91,0.462,0.251
ZONE X4,RI,Hispanic,2341,NA,0.07,NA,0.065,0.936,0.421,0.214
ZONE X4,RI,White,7254,NA,0.037,NA,0.028,0.928,0.5,0.281
ABBEVILLE COUNTY,SC,Black,1463,0.263,0.027,NA,0.022,NA,0.444,0.107
ABBEVILLE COUNTY,SC,Hispanic,54,0.24,0.007,NA,0.022,NA,0.0,0.157
ABBEVILLE COUNTY,SC,White,2378,0.169,0.014,NA,0.013,NA,0.333,0.233
AIKEN COUNTY,SC,Black,8283,0.268,0.041,NA,0.03,NA,0.312,0.034
AIKEN COUNTY,SC,Hispanic,1089,0.188,0.086,NA,0.069,NA,0.152,0.047
AIKEN COUNTY,SC,White,13870,0.151,0.036,NA,0.03,NA,0.336,0.155
ALLENDALE COUNTY,SC,Black,1651,0.288,0.065,NA,0.022,NA,0.147,0.046
ALLENDALE COUNTY,SC,Hispanic,42,0.202,0.133,NA,0.048,NA,0.107,0.038
ALLENDALE COUNTY,SC,White,1052,0.515,0.083,NA,0.006,NA,0.034,0.047
ANDERSON COUNTY,SC,Black,8483,0.36,0.035,NA,0.031,NA,0.324,0.068
ANDERSON COUNTY,SC,Hispanic,1185,0.281,0.049,NA,0.043,NA,0.15,0.098
ANDERSON COUNTY,SC,White,28133,0.233,0.022,NA,0.023,NA,0.321,0.191
BAMBERG COUNTY,SC,Black,2725,0.36,0.035,NA,0.026,NA,0.213,0.045
BAMBERG COUNTY,SC,Hispanic,47,0.227,0.042,NA,0.047,NA,0.1,0.074
BAMBERG COUNTY,SC,White,2248,0.489,0.017,NA,0.009,NA,0.278,0.16
BARNWELL COUNTY,SC,Black,2837,0.392,0.039,NA,0.031,NA,0.253,0.055
BARNWELL COUNTY,SC,Hispanic,74,0.221,0.092,NA,0.084,NA,0.412,0.06
BARNWELL COUNTY,SC,White,2997,0.324,0.022,NA,0.016,NA,0.272,0.17
BEAUFORT COUNTY,SC,Black,4351,0.179,0.026,NA,0.017,NA,0.305,0.113
BEAUFORT COUNTY,SC,Hispanic,1307,0.1,0.093,NA,0.088,NA,0.115,0.044
BEAUFORT COUNTY,SC,White,9520,0.096,0.027,NA,0.025,NA,0.188,0.121
BERKELEY COUNTY,SC,Black,5339,0.148,0.024,NA,0.021,NA,0.277,0.056
BERKELEY COUNTY,SC,Hispanic,763,0.097,0.059,NA,0.065,NA,0.089,0.045
BERKELEY COUNTY,SC,White,9828,0.098,0.027,NA,0.026,NA,0.246,0.113
CALHOUN COUNTY,SC,Black,1615,0.322,0.031,NA,0.027,NA,0.407,0.067
CALHOUN COUNTY,SC,Hispanic,85,0.249,0.094,NA,0.089,NA,0.125,0.039
CALHOUN COUNTY,SC,White,1634,0.244,0.021,NA,0.016,NA,0.515,0.265
CHARLESTON COUNTY,SC,Black,4780,0.058,0.029,NA,0.025,NA,0.28,0.074
CHARLESTON COUNTY,SC,Hispanic,641,0.049,0.087,NA,0.083,NA,0.205,0.046
CHARLESTON COUNTY,SC,White,6063,0.03,0.028,NA,0.025,NA,0.246,0.137
CHEROKEE COUNTY,SC,Black,5143,0.606,0.023,NA,0.024,NA,0.357,0.132
CHEROKEE COUNTY,SC,Hispanic,608,0.433,0.044,NA,0.044,NA,0.113,0.088
CHEROKEE COUNTY,SC,White,13856,0.416,0.016,NA,0.019,NA,0.234,0.162
CHESTER COUNTY,SC,Black,5261,0.569,0.023,NA,0.026,NA,0.197,0.053
CHESTER COUNTY,SC,Hispanic,247,0.689,0.068,NA,0.074,NA,0.107,0.035
CHESTER COUNTY,SC,White,7245,0.458,0.019,NA,0.02,NA,0.223,0.119
CHESTERFIELD COUNTY,SC,Black,2731,0.237,0.025,NA,0.022,NA,0.261,0.084
CHESTERFIELD COUNTY,SC,Hispanic,160,0.13,0.04,NA,0.043,NA,0.25,0.079
CHESTERFIELD COUNTY,SC,White,4969,0.213,0.017,NA,0.017,NA,0.193,0.134
COLLETON COUNTY,SC,Black,2895,0.258,0.018,NA,0.013,NA,0.296,0.096
COLLETON COUNTY,SC,Hispanic,256,0.341,0.044,NA,0.042,NA,0.386,0.073
COLLETON COUNTY,SC,White,5273,0.299,0.011,NA,0.01,NA,0.265,0.183
DARLINGTON COUNTY,SC,Black,6050,0.284,0.046,NA,0.046,NA,0.115,0.039
DARLINGTON COUNTY,SC,Hispanic,213,0.258,0.056,NA,0.054,NA,0.067,0.05
DARLINGTON COUNTY,SC,White,8568,0.276,0.029,NA,0.029,NA,0.11,0.071
DORCHESTER COUNTY,SC,Black,6813,0.246,0.024,NA,0.015,NA,0.233,0.039
DORCHESTER COUNTY,SC,Hispanic,933,0.197,0.038,NA,0.015,NA,0.213,0.074
DORCHESTER COUNTY,SC,White,10510,0.139,0.022,NA,0.014,NA,0.252,0.123
EDGEFIELD COUNTY,SC,Black,2657,0.337,0.03,NA,0.027,NA,0.286,0.052
EDGEFIELD COUNTY,SC,Hispanic,170,0.137,0.08,NA,0.107,NA,0.191,0.044
EDGEFIELD COUNTY,SC,White,2800,0.224,0.021,NA,0.02,NA,0.361,0.187
FAIRFIELD COUNTY,SC,Black,4539,0.429,0.017,NA,0.018,NA,0.163,0.065
FAIRFIELD COUNTY,SC,Hispanic,161,0.516,0.054,NA,0.075,NA,0.023,0.036
FAIRFIELD COUNTY,SC,White,3937,0.515,0.013,NA,0.015,NA,0.225,0.115
FLORENCE COUNTY,SC,Black,10782,0.246,0.041,NA,0.037,NA,0.255,0.057
FLORENCE COUNTY,SC,Hispanic,631,0.295,0.061,NA,0.048,NA,0.068,0.075
FLORENCE COUNTY,SC,White,13608,0.226,0.032,NA,0.029,NA,0.236,0.132
GEORGETOWN COUNTY,SC,Black,4026,0.265,0.025,NA,0.02,NA,0.239,0.084
GEORGETOWN COUNTY,SC,Hispanic,240,0.195,0.059,NA,0.063,NA,0.183,0.058
GEORGETOWN COUNTY,SC,White,7667,0.234,0.026,NA,0.026,NA,0.16,0.1
GREENVILLE COUNTY,SC,Black,15622,0.24,0.021,NA,0.018,NA,0.285,0.119
GREENVILLE COUNTY,SC,Hispanic,4587,0.166,0.035,NA,0.036,NA,0.195,0.1
GREENVILLE COUNTY,SC,White,41268,0.153,0.013,NA,0.012,NA,0.258,0.175
GREENWOOD COUNTY,SC,Black,6896,0.409,0.032,NA,0.03,NA,0.345,0.109
GREENWOOD COUNTY,SC,Hispanic,550,0.226,0.058,NA,0.058,NA,0.2,0.094
GREENWOOD COUNTY,SC,White,10434,0.298,0.022,NA,0.022,NA,0.274,0.182
HAMPTON COUNTY,SC,Black,2290,0.268,0.039,NA,0.027,NA,0.289,0.055
HAMPTON COUNTY,SC,Hispanic,45,0.071,0.076,NA,0.049,NA,0.0,0.056
HAMPTON COUNTY,SC,White,1864,0.268,0.031,NA,0.016,NA,0.293,0.151
HORRY COUNTY,SC,Black,10280,0.349,0.032,NA,0.031,NA,0.245,0.097
HORRY COUNTY,SC,Hispanic,1847,0.153,0.135,NA,0.148,NA,0.039,0.033
HORRY COUNTY,SC,White,41948,0.218,0.025,NA,0.026,NA,0.12,0.092
JASPER COUNTY,SC,Black,3281,0.355,0.019,NA,0.013,NA,0.281,0.103
JASPER COUNTY,SC,Hispanic,685,0.28,0.083,NA,0.084,NA,0.124,0.034
JASPER COUNTY,SC,White,3842,0.418,0.02,NA,0.017,NA,0.244,0.137
KERSHAW COUNTY,SC,Black,5957,0.497,0.019,NA,0.02,NA,0.357,0.088
KERSHAW COUNTY,SC,Hispanic,427,0.253,0.049,NA,0.074,NA,0.192,0.06
KERSHAW COUNTY,SC,White,9170,0.262,0.014,NA,0.016,NA,0.329,0.193
LANCASTER COUNTY,SC,Black,4048,0.283,0.03,NA,0.027,NA,0.14,0.03
LANCASTER COUNTY,SC,Hispanic,389,0.153,0.056,NA,0.058,NA,0.082,0.042
LANCASTER COUNTY,SC,White,9425,0.2,0.024,NA,0.021,NA,0.199,0.097
LAURENS COUNTY,SC,Black,5554,0.423,0.023,NA,0.019,NA,0.336,0.096
LAURENS COUNTY,SC,Hispanic,586,0.336,0.066,NA,0.068,NA,0.098,0.05
LAURENS COUNTY,SC,White,11024,0.294,0.013,NA,0.012,NA,0.309,0.201
LEE COUNTY,SC,Black,3062,0.33,0.013,NA,0.016,NA,0.363,0.046
LEE COUNTY,SC,Hispanic,98,0.359,0.016,NA,0.026,NA,0.125,0.081
LEE COUNTY,SC,White,2416,0.459,0.013,NA,0.008,NA,0.542,0.221
LEXINGTON COUNTY,SC,Black,9629,0.325,0.029,NA,0.02,NA,0.376,0.076
LEXINGTON COUNTY,SC,Hispanic,1267,0.123,0.063,NA,0.054,NA,0.251,0.076
LEXINGTON COUNTY,SC,White,23133,0.136,0.021,NA,0.02,NA,0.375,0.221
MCCORMICK COUNTY,SC,Black,827,0.203,0.021,NA,0.022,NA,0.091,0.063
MCCORMICK COUNTY,SC,Hispanic,17,0.181,0.0,NA,0.0,NA,NA,NA
MCCORMICK COUNTY,SC,White,842,0.189,0.013,NA,0.012,NA,0.245,0.126
MARION COUNTY,SC,Black,3504,0.255,0.024,NA,0.023,NA,0.072,0.058
